Id,Label
533,1
534,3
535,3
536,1
537,2
538,1
539,4
540,4
541,0
542,2
543,1
544,0
545,3
546,4
547,1
548,2
549,3
550,1
551,2
552,4
553,1
554,3
555,2
556,0
557,1
558,0
559,4
560,1
561,3
562,2
563,1
564,4
565,2
566,0
567,0
568,2
569,3
570,3
571,0
572,1
573,1
574,4
575,0
576,0
577,4
578,1
579,0
580,2
581,3
582,3
583,4
584,4
585,3
586,1
587,3
588,1
589,1
590,3
591,1
592,1
593,0
594,0
595,0
596,4
597,2
598,4
599,3
600,2
601,0
602,4
603,3
604,2
605,4
606,2
607,2
608,2
609,1
610,3
611,2
612,3
613,3
614,4
615,4
616,1
617,2
618,1
619,3
620,1
621,3
622,2
623,1
624,2
625,3
626,0
627,1
628,2
629,1
630,4
631,0
632,0
633,1
634,2
635,3
636,3
637,3
638,3
639,3
640,3
641,1
642,3
643,3
644,2
645,1
646,3
647,3
648,2
649,1
650,0
651,0
652,1
653,1
654,0
655,3
656,1
657,2
658,3
659,2
660,0
661,3
662,4
663,2
664,3
665,3
666,0
667,1
668,2
669,0
670,0
671,1
672,3
673,3
674,3
675,3
676,1
677,2
678,1
679,1
680,1
681,2
682,3
683,4
684,1
685,0
686,1
687,2
688,2
689,2
690,2
691,2
692,1
693,4
694,1
695,2
696,1
697,4
698,0
699,1
700,3
701,3
702,4
703,3
704,3
705,3
706,3
707,4
708,1
709,3
710,2
711,3
712,3
713,0
714,2
715,3
716,2
717,1
718,2
719,4
720,2
721,2
722,4
723,4
724,3
725,3
726,3
727,1
728,2
729,1
730,1
731,4
732,4
733,3
734,2
735,3
736,1
737,0
738,3
739,1
740,2
741,4
742,3
743,3
744,3
745,3
746,4
747,1
748,1
749,3
750,3
751,3
752,0
753,1
754,3
755,4
756,1
757,3
758,1
759,1
760,3
761,1
762,0
763,1
764,3
765,1
766,1
767,1
768,3
769,3
770,3
771,0
772,0
773,2
774,2
775,0
776,0
777,1
778,4
779,3
780,3
781,2
782,4
783,1
784,3
785,1
786,2
787,2
788,3
789,4
790,0
791,0
792,2
793,4
794,1
795,1
796,1
797,4
798,4
799,1
800,4
801,1
802,2
803,2
804,2
805,3
806,1
807,1
808,3
809,0
810,0
811,2
812,1
813,1
814,4
815,2
816,1
817,0
818,2
819,2
820,3
821,3
822,1
823,1
824,1
825,2
826,1
827,3
828,3
829,3
830,2
831,3
832,1
833,3
834,1
835,1
836,2
837,3
838,0
839,0
840,4
841,2
842,4
843,1
844,1
845,3
846,2
847,3
848,0
849,3
850,1
851,3
852,1
853,1
854,2
855,0
856,1
857,4
858,2
859,1
860,3
861,3
862,0
863,4
864,1
865,2
866,1
867,3
868,3
869,1
870,0
871,0
872,1
873,1
874,3
875,2
876,4
877,1
878,3
879,3
880,2
881,3
882,3
883,3
884,1
885,3
886,1
887,3
888,2
889,3
890,2
891,3
892,0
893,3
894,1
895,4
896,3
897,3
898,2
899,3
900,0
901,3
902,2
903,1
904,1
905,4
906,2
907,2
908,3
909,4
910,2
911,4
912,4
913,3
914,3
915,3
916,0
917,3
918,2
919,3
920,4
921,4
922,3
923,4
924,3
925,4
926,3
927,4
928,4
929,0
930,4
931,3
932,1
933,3
934,4
935,3
936,3
937,0
938,4
939,1
940,1
941,2
942,1
943,1
944,3
945,2
946,3
947,3
948,3
949,0
950,4
951,3
952,1
953,4
954,0
955,4
956,3
957,3
958,4
959,4
960,1
961,0
962,3
963,2
964,1
965,2
966,1
967,2
968,0
969,1
970,4
971,3
972,4
973,3
974,3
975,1
976,4
977,2
978,2
979,1
980,3
981,3
982,0
983,3
984,1
985,2
986,3
987,3
988,4
989,3
990,4
991,3
992,1
993,3
994,1
995,4
996,3
997,2
998,4
999,4
1000,1
1001,3
1002,1
1003,3
1004,1
1005,3
1006,1
1007,3
1008,3
1009,2
1010,1
1011,0
1012,0
1013,4
1014,3
1015,2
1016,1
1017,1
1018,1
1019,1
1020,0
1021,4
1022,1
1023,3
1024,2
1025,0
1026,2
1027,2
1028,3
1029,0
1030,2
1031,1
1032,1
1033,2
1034,2
1035,4
1036,2
1037,1
1038,2
1039,1
1040,3
1041,3
1042,0
1043,1
1044,3
1045,1
1046,0
1047,2
1048,2
1049,3
1050,4
1051,3
1052,0
1053,4
1054,4
1055,3
1056,3
1057,1
1058,3
1059,0
1060,1
1061,1
1062,3
1063,1
1064,1
1065,2
1066,2
1067,3
1068,3
1069,3
1070,1
1071,1
1072,4
1073,1
1074,2
1075,0
1076,2
1077,2
1078,1
1079,4
1080,0
1081,4
1082,0
1083,1
1084,1
1085,2
1086,4
1087,3
1088,1
1089,3
1090,0
1091,2
1092,1
1093,1
1094,4
1095,1
1096,3
1097,0
1098,0
1099,0
1100,3
1101,3
1102,3
1103,0
1104,4
1105,4
1106,3
1107,0
1108,3
1109,1
1110,4
1111,3
1112,0
1113,2
1114,4
1115,4
1116,0
1117,1
1118,1
1119,0
1120,0
1121,2
1122,4
1123,3
1124,1
1125,1
1126,1
1127,3
1128,3
1129,1
1130,3
1131,3
1132,3
1133,1
1134,0
1135,3
1136,0
1137,1
1138,4
1139,1
1140,1
1141,4
1142,0
1143,1
1144,2
1145,1
1146,4
1147,1
1148,2
1149,3
1150,2
1151,1
1152,2
1153,3
1154,3
1155,4
1156,4
1157,2
1158,4
1159,1
1160,1
1161,1
1162,3
1163,1
1164,4
1165,3
1166,4
1167,2
1168,3
1169,3
1170,3
1171,1
1172,4
1173,0
1174,4
1175,2
1176,2
1177,3
1178,4
1179,3
1180,1
1181,2
1182,4
1183,4
1184,4
1185,1
1186,3
1187,0
1188,0
1189,1
1190,3
1191,3
1192,0
1193,3
1194,3
1195,2
1196,1
1197,3
1198,1
1199,1
1200,3
1201,1
1202,3
1203,4
1204,3
1205,3
1206,2
1207,0
1208,3
1209,2
1210,0
1211,1
1212,1
1213,1
1214,0
1215,3
1216,4
1217,3
1218,2
1219,2
1220,2
1221,4
1222,1
1223,3
1224,3
1225,3
1226,3
1227,2
1228,1
1229,0
1230,0
1231,4
1232,0
1233,3
1234,1
1235,2
1236,1
1237,2
1238,2
1239,1
1240,3
1241,4
1242,3
1243,2
1244,1
1245,2
1246,3
1247,2
1248,0
1249,3
1250,2
1251,2
1252,1
1253,2
1254,1
1255,2
1256,1
1257,1
1258,2
1259,0
1260,1
1261,2
1262,1
1263,2
1264,2
1265,1
1266,1
1267,3
1268,1
1269,4
1270,3
1271,2
1272,3
1273,2
1274,0
1275,2
1276,1
1277,4
1278,1
1279,2
1280,0
1281,4
1282,2
1283,3
1284,1
1285,1
1286,4
1287,3
1288,2
1289,0
1290,2
1291,2
1292,0
1293,4
1294,1
1295,0
1296,3
1297,3
1298,3
1299,2
1300,3
1301,4
1302,2
1303,1
1304,1
1305,3
1306,1
1307,4
1308,3
1309,0
1310,3
1311,1
1312,4
1313,1
1314,3
1315,2
1316,2
1317,4
1318,1
1319,3
1320,3
1321,4
1322,0
1323,1
1324,2
1325,4
1326,3
1327,1
1328,3
1329,2
1330,3
1331,4
1332,3
1333,2
1334,3
1335,2
1336,1
1337,1
1338,4
1339,1
1340,2
1341,0
1342,3
1343,2
1344,4
1345,0
1346,1
1347,2
1348,4
1349,3
1350,4
1351,4
1352,1
1353,0
1354,4
1355,3
1356,1
1357,0
1358,4
1359,3
1360,1
1361,3
1362,4
1363,0
1364,3
1365,4
1366,1
1367,2
1368,1
1369,0
1370,1
1371,1
1372,1
1373,4
1374,3
1375,2
1376,4
1377,4
1378,2
1379,2
1380,1
1381,3
1382,3
1383,3
1384,2
1385,3
1386,1
1387,3
1388,3
1389,0
1390,3
1391,1
1392,1
1393,4
1394,2
1395,1
1396,2
1397,3
1398,1
1399,3
1400,3
1401,1
1402,4
1403,1
1404,4
1405,2
1406,2
1407,3
1408,2
1409,1
1410,0
1411,3
1412,4
1413,1
1414,1
1415,1
1416,3
1417,3
1418,3
1419,2
1420,1
1421,1
1422,3
1423,3
1424,2
1425,3
1426,3
1427,1
1428,3
1429,1
1430,1
1431,3
1432,1
1433,2
1434,3
1435,4
1436,3
1437,3
1438,2
1439,1
1440,4
1441,3
1442,4
1443,2
1444,0
1445,2
1446,4
1447,3
1448,0
1449,4
1450,1
1451,2
1452,1
1453,0
1454,1
1455,1
1456,1
1457,1
1458,4
1459,3
1460,2
1461,2
1462,4
1463,2
1464,4
1465,4
1466,3
1467,3
1468,3
1469,4
1470,1
1471,4
1472,1
1473,3
1474,0
1475,1
1476,4
1477,2
1478,3
1479,1
1480,1
1481,3
1482,0
1483,2
1484,2
1485,3
1486,1
1487,0
1488,3
1489,2
1490,2
1491,2
1492,2
1493,0
1494,3
1495,1
1496,1
1497,0
1498,2
1499,3
1500,2
1501,4
1502,1
1503,0
1504,4
1505,2
1506,1
1507,1
1508,3
1509,3
1510,0
1511,0
1512,2
1513,3
1514,3
1515,2
1516,3
1517,1
1518,2
1519,4
1520,1
1521,4
1522,1
1523,4
1524,3
1525,1
1526,1
1527,4
1528,4
1529,2
1530,4
1531,4
1532,1
1533,1
1534,3
1535,0
1536,1
1537,4
1538,0
1539,4
1540,4
1541,0
1542,3
1543,1
1544,2
1545,1
1546,3
1547,0
1548,3
1549,3
1550,1
1551,0
1552,3
1553,4
1554,1
1555,4
1556,3
1557,3
1558,3
1559,1
1560,1
1561,1
1562,4
1563,3
1564,0
1565,2
1566,4
1567,3
1568,4
1569,4
1570,1
1571,1
1572,4
1573,3
1574,1
1575,2
1576,3
1577,3
1578,1
1579,3
1580,2
1581,3
1582,1
1583,0
1584,1
1585,0
1586,2
1587,2
1588,2
1589,2
1590,2
1591,0
1592,0
1593,3
1594,1
1595,1
1596,2
1597,1
1598,3
1599,1
1600,2
1601,1
1602,2
1603,3
1604,4
1605,4
1606,4
1607,1
1608,3
1609,1
1610,1
1611,1
1612,1
1613,1
1614,1
1615,3
1616,1
1617,3
1618,1
1619,4
1620,0
1621,4
1622,3
1623,4
1624,3
1625,4
1626,3
1627,4
1628,3
1629,0
1630,2
1631,4
1632,3
1633,4
1634,4
1635,2
1636,1
1637,1
1638,2
1639,3
1640,2
1641,1
1642,3
1643,4
1644,4
1645,1
1646,2
1647,2
1648,3
1649,1
1650,2
1651,3
1652,4
1653,3
1654,1
1655,1
1656,2
1657,3
1658,3
1659,1
1660,2
1661,2
1662,1
1663,1
1664,3
1665,3
1666,4
1667,1
1668,2
1669,2
1670,3
1671,0
1672,3
1673,3
1674,1
1675,2
1676,2
1677,3
1678,2
1679,3
1680,2
1681,2
1682,0
1683,1
1684,3
1685,0
1686,4
1687,2
1688,1
1689,3
1690,3
1691,4
1692,3
1693,3
1694,1
1695,1
1696,3
1697,1
1698,4
1699,2
1700,2
1701,2
1702,0
1703,0
1704,1
1705,0
1706,3
1707,1
1708,3
1709,2
1710,0
1711,0
1712,4
1713,4
1714,0
1715,3
1716,4
1717,1
1718,1
1719,3
1720,2
1721,1
1722,1
1723,3
1724,3
1725,3
1726,1
1727,3
1728,4
1729,3
1730,1
1731,4
1732,3
1733,2
1734,4
1735,3
1736,2
1737,0
1738,4
1739,4
1740,1
1741,2
1742,3
1743,1
1744,3
1745,3
1746,2
1747,2
1748,2
1749,3
1750,2
1751,1
1752,2
1753,2
1754,1
1755,4
1756,1
1757,2
1758,2
1759,1
1760,1
1761,3
1762,1
1763,1
1764,1
1765,0
1766,2
1767,4
1768,3
1769,1
1770,2
1771,4
1772,2
1773,1
1774,1
1775,3
1776,1
1777,1
1778,0
1779,3
1780,1
1781,1
1782,3
1783,2
1784,2
1785,1
1786,3
1787,3
1788,1
1789,1
1790,1
1791,3
1792,2
1793,4
1794,2
1795,0
1796,1
1797,3
1798,1
1799,0
1800,1
1801,4
1802,3
1803,3
1804,2
1805,2
1806,1
1807,3
1808,0
1809,3
1810,3
1811,0
1812,2
1813,0
1814,3
1815,3
1816,2
1817,3
1818,3
1819,3
1820,4
1821,3
1822,3
1823,3
1824,2
1825,0
1826,1
1827,2
1828,0
1829,4
1830,4
1831,3
1832,4
1833,4
1834,3
1835,1
1836,4
1837,3
1838,1
1839,1
1840,3
1841,3
1842,4
1843,1
1844,2
1845,4
1846,4
1847,3
1848,3
1849,1
1850,2
1851,1
1852,1
1853,3
1854,3
1855,2
1856,2
1857,1
1858,3
1859,3
1860,0
1861,1
1862,3
1863,3
1864,3
1865,4
1866,1
1867,0
1868,1
1869,2
1870,0
1871,2
1872,1
1873,1
1874,4
1875,0
1876,2
1877,3
1878,1
1879,1
1880,0
1881,2
1882,3
1883,3
1884,3
1885,2
1886,2
1887,3
1888,0
1889,4
1890,1
1891,2
1892,3
1893,3
1894,3
1895,3
1896,2
1897,3
1898,4
1899,4
1900,3
1901,3
1902,0
1903,0
1904,4
1905,2
1906,3
1907,1
1908,2
1909,0
1910,2
1911,4
1912,4
1913,3
1914,1
1915,1
1916,2
1917,1
1918,2
1919,0
1920,2
1921,1
1922,2
1923,1
1924,3
1925,3
1926,4
1927,1
1928,3
1929,0
1930,1
1931,1
1932,1
1933,1
1934,2
1935,1
1936,0
1937,0
1938,2
1939,2
1940,3
1941,3
1942,2
1943,2
1944,4
1945,4
1946,1
1947,1
1948,3
1949,2
1950,3
1951,2
1952,2
1953,1
1954,2
1955,1
1956,2
1957,3
1958,4
1959,4
1960,2
1961,0
1962,4
1963,4
1964,2
1965,4
1966,0
1967,1
1968,1
1969,2
1970,0
1971,2
1972,1
1973,4
1974,3
1975,2
1976,0
1977,3
1978,2
1979,3
1980,1
1981,3
1982,0
1983,1
1984,0
1985,0
1986,3
1987,3
1988,4
1989,1
1990,4
1991,0
1992,4
1993,3
1994,1
1995,4
1996,3
1997,4
1998,3
1999,3
2000,1
2001,3
2002,4
2003,4
2004,1
2005,2
2006,0
2007,1
2008,0
2009,2
2010,2
2011,1
2012,3
2013,1
2014,0
2015,2
2016,2
2017,4
2018,4
2019,0
2020,0
2021,3
2022,0
2023,3
2024,0
2025,4
2026,0
2027,3
2028,2
2029,4
2030,3
2031,3
2032,4
2033,1
2034,4
2035,4
2036,3
2037,2
2038,2
2039,2
2040,4
2041,2
2042,3
2043,3
2044,4
2045,1
2046,2
2047,2
2048,4
2049,1
2050,3
2051,0
2052,1
2053,2
2054,4
2055,3
2056,3
2057,1
2058,4
2059,3
2060,2
2061,3
2062,0
2063,4
2064,2
2065,4
2066,3
2067,2
2068,1
2069,1
2070,0
2071,3
2072,1
2073,2
2074,4
2075,3
2076,0
2077,3
2078,0
2079,3
2080,2
2081,2
2082,1
2083,2
2084,2
2085,3
2086,0
2087,0
2088,4
2089,1
2090,1
2091,2
2092,3
2093,1
2094,4
2095,1
2096,4
2097,3
2098,1
2099,1
2100,1
2101,3
2102,0
2103,3
2104,2
2105,3
2106,3
2107,4
2108,4
2109,3
2110,2
2111,1
2112,0
2113,4
2114,2
2115,1
2116,4
2117,4
2118,1
2119,0
2120,2
2121,3
2122,2
2123,3
2124,3
2125,3
2126,3
2127,3
2128,1
2129,0
2130,3
2131,3
2132,1
2133,4
2134,2
2135,1
2136,1
2137,3
2138,0
2139,1
2140,1
2141,4
2142,3
2143,2
2144,4
2145,4
2146,0
2147,4
2148,1
2149,3
2150,1
2151,1
2152,2
2153,4
2154,1
2155,3
2156,1
2157,2
2158,1
2159,0
2160,2
2161,0
2162,3
2163,4
2164,4
2165,3
2166,0
2167,3
2168,2
2169,0
2170,3
2171,3
2172,3
2173,1
2174,1
2175,0
2176,3
2177,1
2178,4
2179,3
2180,2
2181,1
2182,3
2183,3
2184,4
2185,2
2186,4
2187,1
2188,4
2189,2
2190,2
2191,3
2192,0
2193,2
2194,1
2195,2
2196,2
2197,3
2198,0
2199,1
2200,1
2201,3
2202,2
2203,3
2204,3
2205,4
2206,4
2207,2
2208,1
2209,3
2210,1
2211,1
2212,2
2213,1
2214,3
2215,4
2216,3
2217,3
2218,3
2219,0
2220,2
2221,4
2222,0
2223,0
2224,4
2225,3
2226,0
2227,3
2228,1
2229,4
2230,1
2231,4
2232,3
2233,2
2234,4
2235,3
2236,3
2237,4
2238,3
2239,1
2240,3
2241,2
2242,2
2243,1
2244,1
2245,1
2246,1
2247,0
2248,1
2249,3
2250,1
2251,3
2252,3
2253,0
2254,0
2255,4
2256,3
2257,2
2258,4
2259,0
2260,3
2261,0
2262,3
2263,4
2264,1
2265,2
2266,3
2267,3
2268,2
2269,3
2270,1
2271,3
2272,2
2273,2
2274,0
2275,3
2276,3
2277,1
2278,1
2279,1
2280,1
2281,2
2282,4
2283,3
2284,3
2285,1
2286,0
2287,1
2288,1
2289,3
2290,0
2291,3
2292,2
2293,4
2294,0
2295,0
2296,2
2297,4
2298,3
2299,4
2300,3
2301,0
2302,2
2303,1
2304,4
2305,2
2306,1
2307,1
2308,4
2309,0
2310,1
2311,1
2312,3
2313,1
2314,2
2315,1
2316,4
2317,3
2318,1
2319,3
2320,2
2321,0
2322,1
2323,2
2324,0
2325,4
2326,0
2327,0
2328,1
2329,0
2330,2
2331,3
2332,1
2333,2
2334,0
2335,3
2336,2
2337,3
2338,4
2339,3
2340,2
2341,3
2342,0
2343,2
2344,1
2345,4
2346,1
2347,0
2348,1
2349,2
2350,4
2351,1
2352,3
2353,0
2354,0
2355,4
2356,3
2357,3
2358,0
2359,0
2360,2
2361,4
2362,1
2363,4
2364,1
2365,3
2366,0
2367,1
2368,2
2369,1
2370,2
2371,1
2372,4
2373,2
2374,2
2375,0
2376,3
2377,1
2378,2
2379,3
2380,3
2381,3
2382,3
2383,3
2384,2
2385,0
2386,1
2387,3
2388,3
2389,2
2390,1
2391,1
2392,3
2393,3
2394,1
2395,3
2396,3
2397,4
2398,1
2399,1
2400,3
2401,2
2402,4
2403,3
2404,4
2405,4
2406,2
2407,2
2408,2
2409,1
2410,3
2411,0
2412,3
2413,2
2414,4
2415,4
2416,3
2417,2
2418,0
2419,0
2420,1
2421,3
2422,3
2423,4
2424,2
2425,0
2426,1
2427,3
2428,3
2429,1
2430,1
2431,1
2432,2
2433,0
2434,0
2435,4
2436,3
2437,0
2438,2
2439,3
2440,1
2441,0
2442,3
2443,1
2444,1
2445,3
2446,4
2447,3
2448,2
2449,4
2450,0
2451,0
2452,1
2453,2
2454,0
2455,3
2456,1
2457,3
2458,2
2459,4
2460,0
2461,3
2462,3
2463,1
2464,3
2465,3
2466,3
2467,3
2468,2
2469,0
2470,3
2471,0
2472,1
2473,4
2474,2
2475,3
2476,3
2477,1
2478,1
2479,1
2480,4
2481,0
2482,3
2483,0
2484,3
2485,1
2486,4
2487,2
2488,2
2489,2
2490,3
2491,2
2492,1
2493,1
2494,1
2495,3
2496,1
2497,4
2498,3
2499,2
2500,3
2501,4
2502,3
2503,2
2504,0
2505,3
2506,1
2507,3
2508,3
2509,1
2510,2
2511,3
2512,0
2513,3
2514,1
2515,3
2516,3
2517,1
2518,1
2519,1
2520,0
2521,0
2522,4
2523,3
2524,3
2525,1
2526,0
2527,1
2528,4
2529,1
2530,2
2531,2
2532,1
2533,4
2534,1
2535,0
2536,3
2537,1
2538,0
2539,1
2540,4
2541,2
2542,3
2543,3
2544,2
2545,4
2546,2
2547,0
2548,1
2549,2
2550,2
2551,2
2552,1
2553,2
2554,1
2555,1
2556,1
2557,3
2558,4
2559,0
2560,3
2561,3
2562,1
2563,2
2564,1
2565,1
2566,2
2567,3
2568,3
2569,1
2570,0
2571,2
2572,3
2573,2
2574,3
2575,3
2576,4
2577,3
2578,0
2579,3
2580,0
2581,3
2582,2
2583,1
2584,3
2585,1
2586,3
2587,2
2588,0
2589,4
2590,3
2591,4
2592,2
2593,2
2594,0
2595,2
2596,4
2597,3
2598,4
2599,1
2600,4
2601,1
2602,4
2603,4
2604,1
2605,1
2606,0
2607,3
2608,4
2609,3
2610,3
2611,3
2612,0
2613,1
2614,1
2615,1
2616,3
2617,1
2618,2
2619,3
2620,0
2621,2
2622,1
2623,3
2624,0
2625,1
2626,4
2627,0
2628,0
2629,2
2630,4
2631,2
2632,3
2633,1
2634,3
2635,3
2636,2
2637,3
2638,4
2639,4
2640,2
2641,1
2642,0
2643,1
2644,2
2645,1
2646,3
2647,1
2648,3
2649,4
2650,4
2651,3
2652,4
2653,2
2654,0
2655,2
2656,1
2657,3
2658,1
2659,3
2660,3
2661,0
2662,2
2663,3
2664,2
2665,3
2666,2
2667,3
2668,2
2669,4
2670,1
2671,0
2672,2
2673,2
2674,3
2675,1
2676,1
2677,3
2678,4
2679,2
2680,2
2681,0
2682,3
2683,2
2684,0
2685,3
2686,1
2687,2
2688,2
2689,2
2690,4
2691,3
2692,0
2693,1
2694,0
2695,3
2696,1
2697,0
2698,3
2699,1
2700,0
2701,3
2702,4
2703,2
2704,4
2705,4
2706,3
2707,0
2708,2
2709,1
2710,2
2711,1
2712,4
2713,3
2714,3
2715,3
2716,2
2717,3
2718,2
2719,3
2720,2
2721,4
2722,3
2723,4
2724,1
2725,1
2726,2
2727,1
2728,3
2729,3
2730,1
2731,2
2732,4
2733,0
2734,3
2735,2
2736,1
2737,0
2738,3
2739,3
2740,3
2741,4
2742,1
2743,0
2744,1
2745,1
2746,1
2747,4
2748,1
2749,3
2750,4
2751,1
2752,1
2753,1
2754,1
2755,2
2756,2
2757,2
2758,3
2759,3
2760,1
2761,1
2762,0
2763,3
2764,2
2765,2
2766,0
2767,3
2768,1
2769,0
2770,3
2771,0
2772,2
2773,2
2774,2
2775,0
2776,3
2777,3
2778,2
2779,4
2780,4
2781,1
2782,3
2783,0
2784,0
2785,4
2786,2
2787,4
2788,2
2789,0
2790,1
2791,0
2792,4
2793,4
2794,2
2795,3
2796,0
2797,3
2798,2
2799,3
2800,3
2801,4
2802,1
2803,1
2804,3
2805,3
2806,2
2807,1
2808,1
2809,1
2810,3
2811,3
2812,3
2813,4
2814,1
2815,3
2816,4
2817,3
2818,1
2819,3
2820,3
2821,1
2822,3
2823,1
2824,1
2825,2
2826,2
2827,4
2828,0
2829,0
2830,0
2831,1
2832,3
2833,3
2834,3
2835,0
2836,1
2837,0
2838,2
2839,3
2840,1
2841,2
2842,1
2843,1
2844,4
2845,4
2846,3
2847,2
2848,2
2849,3
2850,4
2851,1
2852,3
2853,2
2854,4
2855,3
2856,4
2857,1
2858,1
2859,1
2860,3
2861,3
2862,2
2863,2
2864,1
2865,2
2866,3
2867,2
2868,2
2869,2
2870,1
2871,2
2872,2
2873,3
2874,1
2875,3
2876,1
2877,0
2878,4
2879,1
2880,0
2881,2
2882,1
2883,1
2884,0
2885,2
2886,4
2887,0
2888,3
2889,3
2890,2
2891,3
2892,2
2893,0
2894,2
2895,2
2896,1
2897,0
2898,1
2899,2
2900,3
2901,0
2902,2
2903,3
2904,0
2905,0
2906,3
2907,3
2908,3
2909,4
2910,3
2911,1
2912,1
2913,3
2914,2
2915,3
2916,2
2917,4
2918,0
2919,3
2920,3
2921,4
2922,3
2923,2
2924,4
2925,3
2926,3
2927,2
2928,4
2929,3
2930,1
2931,2
2932,0
2933,1
2934,3
2935,0
2936,2
2937,3
2938,3
2939,4
2940,3
2941,3
2942,4
2943,4
2944,3
2945,2
2946,1
2947,2
2948,1
2949,1
2950,3
2951,4
2952,4
2953,0
2954,2
2955,1
2956,1
2957,3
2958,4
2959,2
2960,0
2961,3
2962,4
2963,4
2964,1
2965,3
2966,4
2967,4
2968,3
2969,0
2970,4
2971,4
2972,2
2973,2
2974,1
2975,3
2976,3
2977,4
2978,1
2979,4
2980,0
2981,2
2982,3
2983,3
2984,1
2985,3
2986,4
2987,3
2988,0
2989,3
2990,4
2991,1
2992,0
2993,2
2994,2
2995,0
2996,0
