Id,Sentiment
602,Extremely Positive
603,Positive
604,Neutral
605,Extremely Positive
606,Neutral
607,Neutral
608,Neutral
609,Negative
610,Positive
611,Neutral
612,Positive
613,Positive
614,Extremely Positive
615,Extremely Positive
616,Negative
617,Neutral
618,Negative
619,Positive
620,Negative
621,Positive
622,Neutral
623,Negative
624,Neutral
625,Positive
626,Extremely Negative
627,Negative
628,Neutral
629,Negative
630,Extremely Positive
631,Extremely Negative
632,Extremely Negative
633,Negative
634,Neutral
635,Positive
636,Positive
637,Positive
638,Positive
639,Positive
640,Positive
641,Negative
642,Positive
643,Positive
644,Neutral
645,Negative
646,Positive
647,Positive
648,Neutral
649,Negative
650,Extremely Negative
651,Extremely Negative
652,Negative
653,Negative
654,Extremely Negative
655,Positive
656,Negative
657,Neutral
658,Positive
659,Neutral
660,Extremely Negative
661,Positive
662,Extremely Positive
663,Neutral
664,Positive
665,Positive
666,Extremely Negative
667,Negative
668,Neutral
669,Extremely Negative
670,Extremely Negative
671,Negative
672,Positive
673,Positive
674,Positive
675,Positive
676,Negative
677,Neutral
678,Negative
679,Negative
680,Negative
681,Neutral
682,Positive
683,Extremely Positive
684,Negative
685,Extremely Negative
686,Negative
687,Neutral
688,Neutral
689,Neutral
690,Neutral
691,Neutral
692,Negative
693,Extremely Positive
694,Negative
695,Neutral
696,Negative
697,Extremely Positive
698,Extremely Negative
699,Negative
700,Positive
701,Positive
702,Extremely Positive
703,Positive
704,Positive
705,Positive
706,Positive
707,Extremely Positive
708,Negative
709,Positive
710,Neutral
711,Positive
712,Positive
713,Extremely Negative
714,Neutral
715,Positive
716,Neutral
717,Negative
718,Neutral
719,Extremely Positive
720,Neutral
721,Neutral
722,Extremely Positive
723,Extremely Positive
724,Positive
725,Positive
726,Positive
727,Negative
728,Neutral
729,Negative
730,Negative
731,Extremely Positive
732,Extremely Positive
733,Positive
734,Neutral
735,Positive
736,Negative
737,Extremely Negative
738,Positive
739,Negative
740,Neutral
741,Extremely Positive
742,Positive
743,Positive
744,Positive
745,Positive
746,Extremely Positive
747,Negative
748,Negative
749,Positive
750,Positive
751,Positive
752,Extremely Negative
753,Negative
754,Positive
755,Extremely Positive
756,Negative
757,Positive
758,Negative
759,Negative
760,Positive
761,Negative
762,Extremely Negative
763,Negative
764,Positive
765,Negative
766,Negative
767,Negative
768,Positive
769,Positive
770,Positive
771,Extremely Negative
772,Extremely Negative
773,Neutral
774,Neutral
775,Extremely Negative
776,Extremely Negative
777,Negative
778,Extremely Positive
779,Positive
780,Positive
781,Neutral
782,Extremely Positive
783,Negative
784,Positive
785,Negative
786,Neutral
787,Neutral
788,Positive
789,Extremely Positive
790,Extremely Negative
791,Extremely Negative
792,Neutral
793,Extremely Positive
794,Negative
795,Negative
796,Negative
797,Extremely Positive
798,Extremely Positive
799,Negative
800,Extremely Positive
801,Negative
802,Neutral
803,Neutral
804,Neutral
805,Positive
806,Negative
807,Negative
808,Positive
809,Extremely Negative
810,Extremely Negative
811,Neutral
812,Negative
813,Negative
814,Extremely Positive
815,Neutral
816,Negative
817,Extremely Negative
818,Neutral
819,Neutral
820,Positive
821,Positive
822,Negative
823,Negative
824,Negative
825,Neutral
826,Negative
827,Positive
828,Positive
829,Positive
830,Neutral
831,Positive
832,Negative
833,Positive
834,Negative
835,Negative
836,Neutral
837,Positive
838,Extremely Negative
839,Extremely Negative
840,Extremely Positive
841,Neutral
842,Extremely Positive
843,Negative
844,Negative
845,Positive
846,Neutral
847,Positive
848,Extremely Negative
849,Positive
850,Negative
851,Positive
852,Negative
853,Negative
854,Neutral
855,Extremely Negative
856,Negative
857,Extremely Positive
858,Neutral
859,Negative
860,Positive
861,Positive
862,Extremely Negative
863,Extremely Positive
864,Negative
865,Neutral
866,Negative
867,Positive
868,Positive
869,Negative
870,Extremely Negative
871,Extremely Negative
872,Negative
873,Negative
874,Positive
875,Neutral
876,Extremely Positive
877,Negative
878,Positive
879,Positive
880,Neutral
881,Positive
882,Positive
883,Positive
884,Negative
885,Positive
886,Negative
887,Positive
888,Neutral
889,Positive
890,Neutral
891,Positive
892,Extremely Negative
893,Positive
894,Negative
895,Extremely Positive
896,Positive
897,Positive
898,Neutral
899,Positive
900,Extremely Negative
901,Positive
902,Neutral
903,Negative
904,Negative
905,Extremely Positive
906,Neutral
907,Neutral
908,Positive
909,Extremely Positive
910,Neutral
911,Extremely Positive
912,Extremely Positive
913,Positive
914,Positive
915,Positive
916,Extremely Negative
917,Positive
918,Neutral
919,Positive
920,Extremely Positive
921,Extremely Positive
922,Positive
923,Extremely Positive
924,Positive
925,Extremely Positive
926,Positive
927,Extremely Positive
928,Extremely Positive
929,Extremely Negative
930,Extremely Positive
931,Positive
932,Negative
933,Positive
934,Extremely Positive
935,Positive
936,Positive
937,Extremely Negative
938,Extremely Positive
939,Negative
940,Negative
941,Neutral
942,Negative
943,Negative
944,Positive
945,Neutral
946,Positive
947,Positive
948,Positive
949,Extremely Negative
950,Extremely Positive
951,Positive
952,Negative
953,Extremely Positive
954,Extremely Negative
955,Extremely Positive
956,Positive
957,Positive
958,Extremely Positive
959,Extremely Positive
960,Negative
961,Extremely Negative
962,Positive
963,Neutral
964,Negative
965,Neutral
966,Negative
967,Neutral
968,Extremely Negative
969,Negative
970,Extremely Positive
971,Positive
972,Extremely Positive
973,Positive
974,Positive
975,Negative
976,Extremely Positive
977,Neutral
978,Neutral
979,Negative
980,Positive
981,Positive
982,Extremely Negative
983,Positive
984,Negative
985,Neutral
986,Positive
987,Positive
988,Extremely Positive
989,Positive
990,Extremely Positive
991,Positive
992,Negative
993,Positive
994,Negative
995,Extremely Positive
996,Positive
997,Neutral
998,Extremely Positive
999,Extremely Positive
1000,Negative
1001,Positive
1002,Negative
1003,Positive
1004,Negative
1005,Positive
1006,Negative
1007,Positive
1008,Positive
1009,Neutral
1010,Negative
1011,Extremely Negative
1012,Extremely Negative
1013,Extremely Positive
1014,Positive
1015,Neutral
1016,Negative
1017,Negative
1018,Negative
1019,Negative
1020,Extremely Negative
1021,Extremely Positive
1022,Negative
1023,Positive
1024,Neutral
1025,Extremely Negative
1026,Neutral
1027,Neutral
1028,Positive
1029,Extremely Negative
1030,Neutral
1031,Negative
1032,Negative
1033,Neutral
1034,Neutral
1035,Extremely Positive
1036,Neutral
1037,Negative
1038,Neutral
1039,Negative
1040,Positive
1041,Positive
1042,Extremely Negative
1043,Negative
1044,Positive
1045,Negative
1046,Extremely Negative
1047,Neutral
1048,Neutral
1049,Positive
1050,Extremely Positive
1051,Positive
1052,Extremely Negative
1053,Extremely Positive
1054,Extremely Positive
1055,Positive
1056,Positive
1057,Negative
1058,Positive
1059,Extremely Negative
1060,Negative
1061,Negative
1062,Positive
1063,Negative
1064,Negative
1065,Neutral
1066,Neutral
1067,Positive
1068,Positive
1069,Positive
1070,Negative
1071,Negative
1072,Extremely Positive
1073,Negative
1074,Neutral
1075,Extremely Negative
1076,Neutral
1077,Neutral
1078,Negative
1079,Extremely Positive
1080,Extremely Negative
1081,Extremely Positive
1082,Extremely Negative
1083,Negative
1084,Negative
1085,Neutral
1086,Extremely Positive
1087,Positive
1088,Negative
1089,Positive
1090,Extremely Negative
1091,Neutral
1092,Negative
1093,Negative
1094,Extremely Positive
1095,Negative
1096,Positive
1097,Extremely Negative
1098,Extremely Negative
1099,Extremely Negative
1100,Positive
1101,Positive
1102,Positive
1103,Extremely Negative
1104,Extremely Positive
1105,Extremely Positive
1106,Positive
1107,Extremely Negative
1108,Positive
1109,Negative
1110,Extremely Positive
1111,Positive
1112,Extremely Negative
1113,Neutral
1114,Extremely Positive
1115,Extremely Positive
1116,Extremely Negative
1117,Negative
1118,Negative
1119,Extremely Negative
1120,Extremely Negative
1121,Neutral
1122,Extremely Positive
1123,Positive
1124,Negative
1125,Negative
1126,Negative
1127,Positive
1128,Positive
1129,Negative
1130,Positive
1131,Positive
1132,Positive
1133,Negative
1134,Extremely Negative
1135,Positive
1136,Extremely Negative
1137,Negative
1138,Extremely Positive
1139,Negative
1140,Negative
1141,Extremely Positive
1142,Extremely Negative
1143,Negative
1144,Neutral
1145,Negative
1146,Extremely Positive
1147,Negative
1148,Neutral
1149,Positive
1150,Neutral
1151,Negative
1152,Neutral
1153,Positive
1154,Positive
1155,Extremely Positive
1156,Extremely Positive
1157,Neutral
1158,Extremely Positive
1159,Negative
1160,Negative
1161,Negative
1162,Positive
1163,Negative
1164,Extremely Positive
1165,Positive
1166,Extremely Positive
1167,Neutral
1168,Positive
1169,Positive
1170,Positive
1171,Negative
1172,Extremely Positive
1173,Extremely Negative
1174,Extremely Positive
1175,Neutral
1176,Neutral
1177,Positive
1178,Extremely Positive
1179,Positive
1180,Negative
1181,Neutral
1182,Extremely Positive
1183,Extremely Positive
1184,Extremely Positive
1185,Negative
1186,Positive
1187,Extremely Negative
1188,Extremely Negative
1189,Negative
1190,Positive
1191,Positive
1192,Extremely Negative
1193,Positive
1194,Positive
1195,Neutral
1196,Negative
1197,Positive
1198,Negative
1199,Negative
1200,Positive
1201,Negative
1202,Positive
1203,Extremely Positive
1204,Positive
1205,Positive
1206,Neutral
1207,Extremely Negative
1208,Positive
1209,Neutral
1210,Extremely Negative
1211,Negative
1212,Negative
1213,Negative
1214,Extremely Negative
1215,Positive
1216,Extremely Positive
1217,Positive
1218,Neutral
1219,Neutral
1220,Neutral
1221,Extremely Positive
1222,Negative
1223,Positive
1224,Positive
1225,Positive
1226,Positive
1227,Neutral
1228,Negative
1229,Extremely Negative
1230,Extremely Negative
1231,Extremely Positive
1232,Extremely Negative
1233,Positive
1234,Negative
1235,Neutral
1236,Negative
1237,Neutral
1238,Neutral
1239,Negative
1240,Positive
1241,Extremely Positive
1242,Positive
1243,Neutral
1244,Negative
1245,Neutral
1246,Positive
1247,Neutral
1248,Extremely Negative
1249,Positive
1250,Neutral
1251,Neutral
1252,Negative
1253,Neutral
1254,Negative
1255,Neutral
1256,Negative
1257,Negative
1258,Neutral
1259,Extremely Negative
1260,Negative
1261,Neutral
1262,Negative
1263,Neutral
1264,Neutral
1265,Negative
1266,Negative
1267,Positive
1268,Negative
1269,Extremely Positive
1270,Positive
1271,Neutral
1272,Positive
1273,Neutral
1274,Extremely Negative
1275,Neutral
1276,Negative
1277,Extremely Positive
1278,Negative
1279,Neutral
1280,Extremely Negative
1281,Extremely Positive
1282,Neutral
1283,Positive
1284,Negative
1285,Negative
1286,Extremely Positive
1287,Positive
1288,Neutral
1289,Extremely Negative
1290,Neutral
1291,Neutral
1292,Extremely Negative
1293,Extremely Positive
1294,Negative
1295,Extremely Negative
1296,Positive
1297,Positive
1298,Positive
1299,Neutral
1300,Positive
1301,Extremely Positive
1302,Neutral
1303,Negative
1304,Negative
1305,Positive
1306,Negative
1307,Extremely Positive
1308,Positive
1309,Extremely Negative
1310,Positive
1311,Negative
1312,Extremely Positive
1313,Negative
1314,Positive
1315,Neutral
1316,Neutral
1317,Extremely Positive
1318,Negative
1319,Positive
1320,Positive
1321,Extremely Positive
1322,Extremely Negative
1323,Negative
1324,Neutral
1325,Extremely Positive
1326,Positive
1327,Negative
1328,Positive
1329,Neutral
1330,Positive
1331,Extremely Positive
1332,Positive
1333,Neutral
1334,Positive
1335,Neutral
1336,Negative
1337,Negative
1338,Extremely Positive
1339,Negative
1340,Neutral
1341,Extremely Negative
1342,Positive
1343,Neutral
1344,Extremely Positive
1345,Extremely Negative
1346,Negative
1347,Neutral
1348,Extremely Positive
1349,Positive
1350,Extremely Positive
1351,Extremely Positive
1352,Negative
1353,Extremely Negative
1354,Extremely Positive
1355,Positive
1356,Negative
1357,Extremely Negative
1358,Extremely Positive
1359,Positive
1360,Negative
1361,Positive
1362,Extremely Positive
1363,Extremely Negative
1364,Positive
1365,Extremely Positive
1366,Negative
1367,Neutral
1368,Negative
1369,Extremely Negative
1370,Negative
1371,Negative
1372,Negative
1373,Extremely Positive
1374,Positive
1375,Neutral
1376,Extremely Positive
1377,Extremely Positive
1378,Neutral
1379,Neutral
1380,Negative
1381,Positive
1382,Positive
1383,Positive
1384,Neutral
1385,Positive
1386,Negative
1387,Positive
1388,Positive
1389,Extremely Negative
1390,Positive
1391,Negative
1392,Negative
1393,Extremely Positive
1394,Neutral
1395,Negative
1396,Neutral
1397,Positive
1398,Negative
1399,Positive
1400,Positive
1401,Negative
1402,Extremely Positive
1403,Negative
1404,Extremely Positive
1405,Neutral
1406,Neutral
1407,Positive
1408,Neutral
1409,Negative
1410,Extremely Negative
1411,Positive
1412,Extremely Positive
1413,Negative
1414,Negative
1415,Negative
1416,Positive
1417,Positive
1418,Positive
1419,Neutral
1420,Negative
1421,Negative
1422,Positive
1423,Positive
1424,Neutral
1425,Positive
1426,Positive
1427,Negative
1428,Positive
1429,Negative
1430,Negative
1431,Positive
1432,Negative
1433,Neutral
1434,Positive
1435,Extremely Positive
1436,Positive
1437,Positive
1438,Neutral
1439,Negative
1440,Extremely Positive
1441,Positive
1442,Extremely Positive
1443,Neutral
1444,Extremely Negative
1445,Neutral
1446,Extremely Positive
1447,Positive
1448,Extremely Negative
1449,Extremely Positive
1450,Negative
1451,Neutral
1452,Negative
1453,Extremely Negative
1454,Negative
1455,Negative
1456,Negative
1457,Negative
1458,Extremely Positive
1459,Positive
1460,Neutral
1461,Neutral
1462,Extremely Positive
1463,Neutral
1464,Extremely Positive
1465,Extremely Positive
1466,Positive
1467,Positive
1468,Positive
1469,Extremely Positive
1470,Negative
1471,Extremely Positive
1472,Negative
1473,Positive
1474,Extremely Negative
1475,Negative
1476,Extremely Positive
1477,Neutral
1478,Positive
1479,Negative
1480,Negative
1481,Positive
1482,Extremely Negative
1483,Neutral
1484,Neutral
1485,Positive
1486,Negative
1487,Extremely Negative
1488,Positive
1489,Neutral
1490,Neutral
1491,Neutral
1492,Neutral
1493,Extremely Negative
1494,Positive
1495,Negative
1496,Negative
1497,Extremely Negative
1498,Neutral
1499,Positive
1500,Neutral
1501,Extremely Positive
1502,Negative
1503,Extremely Negative
1504,Extremely Positive
1505,Neutral
1506,Negative
1507,Negative
1508,Positive
1509,Positive
1510,Extremely Negative
1511,Extremely Negative
1512,Neutral
1513,Positive
1514,Positive
1515,Neutral
1516,Positive
1517,Negative
1518,Neutral
1519,Extremely Positive
1520,Negative
1521,Extremely Positive
1522,Negative
1523,Extremely Positive
1524,Positive
1525,Negative
1526,Negative
1527,Extremely Positive
1528,Extremely Positive
1529,Neutral
1530,Extremely Positive
1531,Extremely Positive
1532,Negative
1533,Negative
1534,Positive
1535,Extremely Negative
1536,Negative
1537,Extremely Positive
1538,Extremely Negative
1539,Extremely Positive
1540,Extremely Positive
1541,Extremely Negative
1542,Positive
1543,Negative
1544,Neutral
1545,Negative
1546,Positive
1547,Extremely Negative
1548,Positive
1549,Positive
1550,Negative
1551,Extremely Negative
1552,Positive
1553,Extremely Positive
1554,Negative
1555,Extremely Positive
1556,Positive
1557,Positive
1558,Positive
1559,Negative
1560,Negative
1561,Negative
1562,Extremely Positive
1563,Positive
1564,Extremely Negative
1565,Neutral
1566,Extremely Positive
1567,Positive
1568,Extremely Positive
1569,Extremely Positive
1570,Negative
1571,Negative
1572,Extremely Positive
1573,Positive
1574,Negative
1575,Neutral
1576,Positive
1577,Positive
1578,Negative
1579,Positive
1580,Neutral
1581,Positive
1582,Negative
1583,Extremely Negative
1584,Negative
1585,Extremely Negative
1586,Neutral
1587,Neutral
1588,Neutral
1589,Neutral
1590,Neutral
1591,Extremely Negative
1592,Extremely Negative
1593,Positive
1594,Negative
1595,Negative
1596,Neutral
1597,Negative
1598,Positive
1599,Negative
1600,Neutral
1601,Negative
1602,Neutral
1603,Positive
1604,Extremely Positive
1605,Extremely Positive
1606,Extremely Positive
1607,Negative
1608,Positive
1609,Negative
1610,Negative
1611,Negative
1612,Negative
1613,Negative
1614,Negative
1615,Positive
1616,Negative
1617,Positive
1618,Negative
1619,Extremely Positive
1620,Extremely Negative
1621,Extremely Positive
1622,Positive
1623,Extremely Positive
1624,Positive
1625,Extremely Positive
1626,Positive
1627,Extremely Positive
1628,Positive
1629,Extremely Negative
1630,Neutral
1631,Extremely Positive
1632,Positive
1633,Extremely Positive
1634,Extremely Positive
1635,Neutral
1636,Negative
1637,Negative
1638,Neutral
1639,Positive
1640,Neutral
1641,Negative
1642,Positive
1643,Extremely Positive
1644,Extremely Positive
1645,Negative
1646,Neutral
1647,Neutral
1648,Positive
1649,Negative
1650,Neutral
1651,Positive
1652,Extremely Positive
1653,Positive
1654,Negative
1655,Negative
1656,Neutral
1657,Positive
1658,Positive
1659,Negative
1660,Neutral
1661,Neutral
1662,Negative
1663,Negative
1664,Positive
1665,Positive
1666,Extremely Positive
1667,Negative
1668,Neutral
1669,Neutral
1670,Positive
1671,Extremely Negative
1672,Positive
1673,Positive
1674,Negative
1675,Neutral
1676,Neutral
1677,Positive
1678,Neutral
1679,Positive
1680,Neutral
1681,Neutral
1682,Extremely Negative
1683,Negative
1684,Positive
1685,Extremely Negative
1686,Extremely Positive
1687,Neutral
1688,Negative
1689,Positive
1690,Positive
1691,Extremely Positive
1692,Positive
1693,Positive
1694,Negative
1695,Negative
1696,Positive
1697,Negative
1698,Extremely Positive
1699,Neutral
1700,Neutral
1701,Neutral
1702,Extremely Negative
1703,Extremely Negative
1704,Negative
1705,Extremely Negative
1706,Positive
1707,Negative
1708,Positive
1709,Neutral
1710,Extremely Negative
1711,Extremely Negative
1712,Extremely Positive
1713,Extremely Positive
1714,Extremely Negative
1715,Positive
1716,Extremely Positive
1717,Negative
1718,Negative
1719,Positive
1720,Neutral
1721,Negative
1722,Negative
1723,Positive
1724,Positive
1725,Positive
1726,Negative
1727,Positive
1728,Extremely Positive
1729,Positive
1730,Negative
1731,Extremely Positive
1732,Positive
1733,Neutral
1734,Extremely Positive
1735,Positive
1736,Neutral
1737,Extremely Negative
1738,Extremely Positive
1739,Extremely Positive
1740,Negative
1741,Neutral
1742,Positive
1743,Negative
1744,Positive
1745,Positive
1746,Neutral
1747,Neutral
1748,Neutral
1749,Positive
1750,Neutral
1751,Negative
1752,Neutral
1753,Neutral
1754,Negative
1755,Extremely Positive
1756,Negative
1757,Neutral
1758,Neutral
1759,Negative
1760,Negative
1761,Positive
1762,Negative
1763,Negative
1764,Negative
1765,Extremely Negative
1766,Neutral
1767,Extremely Positive
1768,Positive
1769,Negative
1770,Neutral
1771,Extremely Positive
1772,Neutral
1773,Negative
1774,Negative
1775,Positive
1776,Negative
1777,Negative
1778,Extremely Negative
1779,Positive
1780,Negative
1781,Negative
1782,Positive
1783,Neutral
1784,Neutral
1785,Negative
1786,Positive
1787,Positive
1788,Negative
1789,Negative
1790,Negative
1791,Positive
1792,Neutral
1793,Extremely Positive
1794,Neutral
1795,Extremely Negative
1796,Negative
1797,Positive
1798,Negative
1799,Extremely Negative
1800,Negative
